project_id,district_code,intervention_id,partner,start_date,planned_end_date,actual_end_date,cost_usd,baseline_risk_score,total_delay_days,achieved_outcome_score,realized_risk_reduction,delivered_on_time,achieved_min_outcome,community_engagement_score,post_project_audit_score,post_project_satisfaction_score
P01449,D-106,I07,CommunityFirst,2021-03-13,2022-07-06,2022-09-21,1012400,68.92,77,65.6,0.329,0,1,48.18,60.49,67.36
P01450,D-110,I17,HydroBuild Co,2023-10-28,2025-03-21,2025-05-12,1849700,62.11,52,68.74,0.276,0,1,53.39,71.23,68.82
P01451,D-075,I07,BlueRiver Implementers,2023-08-24,2024-12-16,2025-02-19,927400,54.1,65,72.21,0.348,0,1,52.68,70.31,62.74
P01452,D-051,I11,RapidRelief Local,2021-12-17,2023-02-10,2023-04-26,826400,58.95,75,51.1,0.091,0,0,39.56,49.93,47.4
P01453,d050,I04,Delta  Engineering,2022-08-29,2024-06-19,2024-10-06,631700,78.27,109,66.16,0.193,0,1,46.22,62.27,63.75
P01454,D-080,I11,CivicResilience NGO,2021-05-13,2022-07-07,2022-10-03,359200,90.81,88,57.85,0.143,0,0,45.55,63.36,53.87
P01455,D-009,I10,RapidRelief Local,2021-07-20,2022-08-14,2022-10-05,618100,60.89,52,63.39,0.197,0,1,50.43,69.6,56.52
P01456,D-083,I13,HeatSafe Partners,2021-11-01,2023-06-24,2023-10-24,1882800,53.65,122,52.19,0.138,0,0,41.85,55.83,52.68
P01457,D-024,I10,SunBuild Initiative,2023-06-13,2024-07-07,2024-08-06,360300,78.49,30,63.39,0.157,1,1,39.06,63.84,54.71
P01458,D-067,I14,Delta Engineering,2023-02-13,2024-11-04,2025-02-06,1431800,88.56,94,58.03,0.097,0,0,57.88,62.47,59.13
P01459,D-112,I07,HydroBuild Co,2022-04-07,2023-07-31,2023-09-17,1357400,90.36,48,58.75,0.146,0,0,53.6,62.09,53.01
P01460,D-022,I14,CommunityFirst,2022-03-05,2023-11-25,2024-03-08,1829900,66.21,104,66.55,0.481,0,1,60.0,68.71,66.24
P01461,D-060,I16,Delta Engineering,2023-06-07,2024-11-28,2025-03-02,1093500,59.08,94,75.84,0.32,0,1,49.18,80.41,61.64
P01462,D-046,I06,CivicResilience NGO,2023-01-20,2024-08-12,2024-10-26,561900,74.08,75,62.58,0.472,0,1,43.41,59.56,54.03
P01463,D-011,I13,BlueRiver Implementers,2021-04-25,2022-12-16,2023-04-09,1421900,61.82,114,54.5,0.095,0,0,53.16,52.73,48.29
P01464,D-061,I10,HydroBuild Co,2023-12-03,2024-12-27,2025-01-27,248400,62.28,31,70.44,0.216,1,1,45.52,67.14,65.84
P01465,D-033,I15,HeatSafe Partners,2021-04-22,2022-06-16,2022-10-15,801400,70.38,121,69.91,0.393,0,1,62.68,70.83,69.6
P01466,D-098,I10,SunBuild Initiative,2023-02-11,2024-03-07,2024-03-27,536900,74.15,20,53.05,0.058,1,0,57.93,59.53,49.46
P01467,D-066,I10,Delta Engineering,2022-05-26,2023-06-20,2023-07-30,427500,77.97,40,58.04,0.072,1,0,59.36,63.87,54.24
P01468,D-002,I17,BlueRiver Implementers,2023-08-16,2025-01-07,2025-04-18,1917100,64.86,101,53.8,0.08,0,0,65.97,48.2,59.54
P01469,D-006,I11,SunBuild Initiative,2022-10-12,2023-12-06,2024-03-07,777500,78.32,92,44.29,0.1,0,0,29.08,47.69,41.36
P01470,d041,I17,SunBuild Initiative,2021-10-26,2023-03-20,2023-06-10,1696500,73.86,82,55.87,0.047,0,0,38.6,60.89,45.06
P01471,D-036,I06,CommunityFirst,2021-04-30,2022-11-21,2023-02-26,507000,91.17,97,65.54,0.5,0,1,61.0,66.87,66.54
P01472,D098,I13,HeatSafe Partners,2021-02-23,2022-10-16,2023-01-15,920300,79.07,91,56.6,0.155,0,0,60.52,56.57,57.44
P01473,D-078,I15,Delta Engineering,2022-04-03,2023-05-28,2023-09-13,1199200,71.72,108,62.55,0.396,0,1,38.08,61.96,58.93
P01474,D-030,I02,SunBuild Initiative,2023-08-23,2024-10-16,2024-12-01,1950600,77.64,46,37.07,0.093,0,0,33.78,32.8,41.59
P01475,D-047,I08,BlueRiver Implementers,2021-08-03,2023-02-24,2023-06-20,469600,58.11,116,42.12,0.137,0,0,42.76,44.73,41.59
P01476,D-007,I10,InfraTrust Consortium,2021-06-15,2022-07-10,2022-08-27,527500,54.51,48,87.44,0.331,0,1,92.5,86.82,86.64
P01477,D-093,I08,BlueRiver Implementers,2021-05-14,2022-12-05,2023-04-09,577100,71.88,125,47.59,0.154,0,0,75.92,54.95,67.11
P01478,D-088,I14,SunBuild Initiative,2021-02-05,2022-10-28,2023-03-29,1544100,88.94,152,48.73,0.152,0,0,34.5,52.38,46.87
P01479,D-006,I17,SunBuild Initiative,2023-12-14,2025-05-07,2025-08-13,1740200,88.38,98,42.52,0.038,0,0,52.5,34.97,44.71
P01480,D-092,I08,RapidRelief Local,2021-10-25,2023-05-18,2023-09-19,577900,71.79,124,59.4,0.1,0,0,45.31,55.27,50.29
P01481,D-032,I05,Delta Engineering,2023-07-16,2025-05-06,2025-08-01,776300,86.17,87,70.08,0.322,0,1,67.34,69.78,63.82
P01482,D-089,I06,CommunityFirst,2024-01-17,2025-08-09,2025-09-10,704300,70.74,32,82.12,0.5,1,1,65.9,85.79,75.52
P01483,D-114,I07,HeatSafe Partners,2022-12-11,2024-04-04,2024-06-25,1635200,55.12,82,72.31,0.248,0,1,64.23,78.17,73.93
P01484,D-005,I07,SunBuild Initiative,2023-12-07,2025-03-31,2025-05-04,978600,69.98,34,71.63,0.263,1,1,40.8,70.3,57.49
P01485,D-064,I14,HydroBuild Co,2023-09-14,2025-06-05,2025-09-03,1270400,66.48,90,67.15,0.343,0,1,45.92,60.43,57.22
P01486,D-006,I04,HeatSafe Partners,2023-04-24,2025-02-12,2025-05-19,388000,82.86,96,57.47,0.079,0,0,66.77,57.49,58.1
P01487,D-001,I02,BlueRiver Implementers,2021-07-19,2022-09-12,2022-11-07,1969000,69.89,56,71.83,0.253,0,1,33.99,68.32,55.71
P01488,D-079,I18,RapidRelief Local,2021-01-19,2022-09-11,2022-12-26,1653500,81.51,106,67.65,0.255,0,1,50.89,71.99,64.44
P01489,D-007,I16,CivicResilience NGO,2021-05-22,2022-11-13,2023-02-15,1206200,59.17,94,84.02,0.229,0,1,54.24,90.32,79.8
P01490,D-052,I13,CommunityFirst,2022-07-13,2024-03-04,2024-06-27,1674300,63.52,115,68.74,0.349,0,1,74.35,63.35,72.76
P01491,D-095,I04,CommunityFirst,2021-03-27,2023-01-16,2023-05-04,488100,88.45,108,62.22,0.259,0,1,59.87,52.49,71.23
P01492,D-101,I10,SunBuild Initiative,2022-03-15,2023-04-09,2023-04-21,288000,76.2,12,56.49,0.07,1,0,20.9,58.94,41.45
P01493,D-045,I14,HeatSafe Partners,2021-07-08,2023-03-30,2023-07-26,1592400,60.63,118,69.25,0.37,0,1,54.76,69.79,66.11
P01494,D-089,I09,HeatSafe Partners,2023-05-26,2025-03-16,2025-07-04,773400,60.58,110,55.97,0.17,0,0,63.08,57.78,54.87
P01495,D-069,I02,SunBuild Initiative,2022-02-22,2023-04-18,2023-08-17,1527000,54.4,121,43.12,0.008,0,0,25.22,41.52,40.04
P01496,D-085,I09,BlueRiver Implementers,2021-07-14,2023-05-05,2023-10-31,1016800,63.61,179,58.52,0.177,0,0,71.32,60.35,59.06
P01497,D-028,I07,SunBuild Initiative,2021-03-26,2022-07-19,2022-11-03,1321900,82.94,107,59.1,0.059,0,0,43.78,57.94,45.82
P01498,D-091,I16,HydroBuild Co,2022-01-16,2023-07-10,2023-10-27,367700,60.06,109,62.61,0.256,0,1,52.65,57.9,57.56
P01499,D-060,I08,GreenWorks Alliance,2022-10-29,2024-05-21,2024-09-28,517800,64.17,130,56.12,0.161,0,0,41.69,54.93,49.77
P01500,D-019,I15,CommunityFirst,2023-02-01,2024-03-27,2024-05-10,808500,60.68,44,79.08,0.5,1,1,44.8,76.88,63.71
P01501,D-088,I14,GreenWorks Alliance,2022-07-19,2024-04-09,2024-07-07,1273300,90.07,89,58.92,0.125,0,0,53.79,65.36,59.73
P01502,D-081,I07,Delta Engineering,2022-06-29,2023-10-22,2024-01-22,900600,59.97,92,54.36,0.125,0,0,52.44,50.88,59.17
P01503,D-066,I10,HeatSafe Partners,2021-09-24,2022-10-19,2022-12-10,411800,87.66,52,75.78,0.227,0,1,60.31,69.75,73.21
P01504,D-029,I06,SunBuild Initiative,2022-09-30,2024-04-22,2024-08-09,655700,64.54,109,38.45,0.123,0,0,25.63,43.93,30.52
P01505,D-011,I06,CommunityFirst,2023-09-01,2025-03-24,2025-05-14,840500,53.39,51,80.88,0.5,0,1,79.48,78.81,73.82
P01506,D-087,I18,CommunityFirst,2022-06-02,2024-01-23,2024-03-30,1154000,65.48,67,81.32,0.356,0,1,64.89,82.21,73.32
P01507,D-035,I14,InfraTrust Consortium,2021-12-05,2023-08-27,2023-12-16,1427100,45.31,111,56.26,0.175,0,0,57.39,57.83,58.62
P01508,d077,I14,RapidRelief Local,2021-07-12,2023-04-03,2023-07-13,978800,61.24,101,54.48,0.113,0,0,49.44,61.45,43.9
P01509,D-061,I12,HeatSafe Partners,2023-03-12,2024-07-04,2024-08-22,972500,63.54,49,78.71,0.369,0,1,55.45,79.84,79.67
P01510,D-094,I14,GreenWorks Alliance,2023-08-02,2025-04-23,2025-06-28,655400,58.72,66,64.96,0.377,0,1,67.37,65.33,75.63
P01511,D-087,I10,HydroBuild Co,2023-04-29,2024-05-23,2024-06-17,195900,86.62,25,73.74,0.227,1,1,67.23,66.43,83.31
P01512,D-035,I07,InfraTrust Consortium,2022-05-12,2023-09-04,2023-11-28,1067900,51.8,85,77.73,0.437,0,1,65.72,82.81,74.84
P01513,D-047,I01,HeatSafe Partners,2021-08-14,2022-09-08,2022-12-08,1261700,64.56,91,55.75,0.085,0,0,45.27,55.99,48.34
P01514,D-087,I06,Delta Engineering,2022-10-29,2024-05-21,2024-08-07,509400,66.48,78,77.56,0.5,0,1,59.41,65.08,57.28
P01515,D-120,I05,BlueRiver Implementers,2021-03-09,2022-12-29,2023-05-11,549100,84.07,133,56.86,0.127,0,0,46.43,53.15,61.32
P01516,D-073,I08,Delta Engineering,2022-05-17,2023-12-08,2024-02-09,607500,83.19,63,67.58,0.382,0,1,60.03,68.31,68.76
P01517,D-057,I12,CivicResilience NGO,2023-10-23,2025-02-14,2025-03-31,1024900,81.82,45,74.89,0.318,1,1,52.94,71.32,65.73
P01518,D-044,I16,SunBuild Initiative,2021-10-27,2023-04-20,2023-09-24,1073700,86.92,157,48.61,0.072,0,0,33.54,50.41,43.13
P01519,D-086,I08,GreenWorks Alliance,2021-07-27,2023-02-17,2023-07-11,460100,57.51,144,51.62,0.196,0,0,62.03,49.9,53.15
P01520,D-093,I14,GreenWorks Alliance,2022-12-16,2024-09-06,2024-12-02,914400,72.44,87,67.99,0.351,0,1,58.89,71.8,62.23
P01521,D-105,I03,HeatSafe Partners,2021-07-31,2023-05-22,2023-08-28,1272700,51.05,98,64.16,0.486,0,1,55.71,68.09,53.78
P01522,D-060,I07,InfraTrust Consortium,2023-11-16,2025-03-10,2025-05-15,1417600,67.7,66,94.12,0.376,0,1,74.85,92.87,86.82
P01523,D-042,I13,InfraTrust  Consortium,2021-11-27,2023-07-20,2023-11-07,1634100,85.38,110,59.45,0.079,0,0,51.92,55.19,63.36
P01524,D2,I07,HydroBuild Co,2021-12-08,2023-04-02,2023-06-07,1582900,54.93,66,76.14,0.27,0,1,35.98,83.18,62.84
P01525,D-058,I02,GreenWorks Alliance,2021-03-26,2022-05-20,2022-07-11,1980000,69.82,52,61.01,0.29,0,1,41.92,65.28,53.86
P01526,D-051,I11,SunBuild Initiative,2023-11-26,2025-01-19,2025-03-18,599600,54.23,58,62.8,0.174,0,1,31.72,65.54,48.05
P01527,D86,I01,HeatSafe Partners,2021-08-19,2022-09-13,2022-12-20,1927200,61.19,98,72.49,0.218,0,1,61.52,73.22,63.08
P01528,D-029,I08,HydroBuild Co,2021-07-05,2023-01-26,2023-05-31,744900,74.4,125,62.3,0.312,0,1,41.15,62.79,51.53
P01529,D-034,I09,GreenWorks Alliance,2022-11-10,2024-08-31,2024-11-28,493700,68.9,89,66.63,0.3,0,1,65.51,68.4,66.98
P01530,D-085,I03,BlueRiver Implementers,2023-08-16,2025-06-06,2025-09-26,410800,70.43,112,64.44,0.417,0,1,63.06,69.03,62.74
P01531,D-060,I06,GreenWorks Alliance,2023-06-17,2025-01-07,2025-02-13,837400,70.28,37,62.81,0.471,1,1,63.74,63.15,68.23
P01532,D-108,I04,HydroBuild Co,2023-06-26,2025-04-16,2025-08-07,452100,98.64,113,70.58,0.252,0,1,67.1,71.64,61.26
P01533,D-112,I12,CommunityFirst,2023-08-18,2024-12-10,2025-01-13,1276700,88.04,34,88.67,0.5,1,1,87.75,88.69,97.18
P01534,D-108,I08,InfraTrust Consortium,2023-09-12,2025-04-04,2025-06-11,644100,84.4,68,80.53,0.5,0,1,79.06,80.28,81.89
P01535,D-116,I16,RapidRelief Local,2023-02-02,2024-07-26,2024-10-31,668400,61.6,97,54.68,0.113,0,0,49.69,51.14,57.54
P01536,D-056,I13,GreenWorks Alliance,2021-09-06,2023-04-29,2023-09-28,1042300,53.86,152,48.75,0.118,0,0,58.74,48.88,45.82
P01537,D 066,I14,Delta Engineering,2023-05-02,2025-01-21,2025-04-04,1171900,80.52,73,54.46,0.166,0,0,69.93,55.85,57.59
P01538,D-092,I16,HeatSafe Partners,2021-11-16,2023-05-10,2023-09-17,662000,72.6,130,64.79,0.215,0,1,44.03,72.49,65.54
P01539,D-083,I13,HeatSafe Partners,2021-10-22,2023-06-14,2023-10-29,2107800,58.55,137,45.6,0.107,0,0,48.45,55.06,56.02
P01540,D-086,I04,Delta Engineering,2021-02-05,2022-11-27,2023-03-22,768300,50.13,115,48.48,0.132,0,0,65.24,50.14,53.84
P01541,D-008,I03,Delta Engineering,2023-07-20,2025-05-10,2025-08-01,651400,88.31,83,67.79,0.45,0,1,58.09,60.63,63.15
P01542,D098,I08,CommunityFirst,2021-05-11,2022-12-02,2023-03-25,432900,74.37,113,77.62,0.444,0,1,66.59,75.16,77.72
P01543,D-093,I15,BlueRiver Implementers,2023-04-15,2024-06-08,2024-09-20,1400700,58.84,104,58.1,0.22,0,0,80.7,59.4,73.91
P01544,D50,I04,Delta Engineering,2021-12-24,2023-10-15,2024-03-19,731100,79.1,156,55.75,0.053,0,0,45.72,54.82,51.12
P01545,D-102,I09,HydroBuild Co,2021-07-10,2023-05-01,2023-10-01,508900,83.04,153,69.54,0.346,0,1,46.14,68.01,63.39
P01546,D-022,I01,RapidRelief Local,2022-01-24,2023-02-18,2023-05-25,1215000,72.49,96,54.26,0.035,0,0,38.57,54.65,50.9
P01547,D-046,I18,HeatSafe Partners,2021-05-21,2023-01-11,2023-04-29,1140400,74.77,108,53.06,0.14,0,0,51.5,48.75,54.61
P01548,D-077,I07,CommunityFirst,2022-02-19,2023-06-14,2023-08-21,970200,63.45,68,88.29,0.387,0,1,79.98,92.81,81.68
P01549,D-075,I06,SunBuild Initiative,2023-12-01,2025-06-23,2025-08-21,649000,60.97,59,46.42,0.14,0,0,29.7,43.92,37.45
P01550,D-015,I17,RapidRelief Local,2023-03-31,2024-08-22,2024-11-06,1365600,79.5,76,66.22,0.292,0,1,53.9,60.88,66.62
P01551,D096,I03,BlueRiver Implementers,2023-01-18,2024-11-08,2025-01-09,1187400,68.38,62,70.99,0.475,0,1,49.07,70.53,60.37
P01552,D-054,I03,HeatSafe Partners,2021-04-10,2023-01-30,2023-05-03,1039600,61.02,93,67.52,0.441,0,1,57.76,65.15,62.62
P01553,D-007,I14,SunBuild Initiative,2022-08-22,2024-05-13,2024-08-19,1199100,58.49,98,70.11,0.302,0,1,43.68,75.94,58.42
P01554,D-114,I01,InfraTrust Consortium,2022-01-16,2023-02-10,2023-04-07,708500,53.51,56,82.72,0.246,0,1,76.93,85.94,79.69
P01555,D-085,I09,HeatSafe Partners,2021-02-17,2022-12-09,2023-05-12,834500,54.96,154,58.89,0.162,0,0,51.97,62.16,52.95
P01556,D-043,I15,CivicResilience NGO,2023-04-02,2024-05-26,2024-07-30,946300,64.14,65,76.28,0.473,0,1,65.15,79.55,73.74
P01557,D-095,I14,BlueRiver Implementers,2021-03-27,2022-12-17,2023-05-21,1325600,91.21,155,77.28,0.281,0,1,60.65,73.44,77.13
P01558,D-056,I14,HeatSafe Partners,2023-12-06,2025-08-27,2025-11-05,1707400,61.08,70,75.29,0.367,0,1,57.55,82.47,67.46
P01559,D-075,I01,CivicResilience NGO,2022-10-19,2023-11-13,2024-01-30,1493400,61.9,78,48.71,0.05,0,0,56.23,41.78,56.22
P01560,D-045,I11,GreenWorks Alliance,2022-07-10,2023-09-03,2023-12-14,856400,67.31,102,67.97,0.36,0,1,42.51,69.1,52.47
P01561,D 039,I04,CommunityFirst,2021-04-24,2023-02-13,2023-06-02,819200,62.89,109,54.13,0.081,0,0,68.2,55.93,63.57
P01562,D-073,I15,CivicResilience NGO,2021-10-15,2022-12-09,2023-03-12,1177900,90.77,93,48.41,0.155,0,0,42.91,47.7,46.74
P01563,D38,I18,SunBuild Initiative,2023-06-11,2025-01-31,2025-06-17,1513200,83.21,137,66.21,0.217,0,1,49.65,64.62,59.35
P01564,D-077,I11,SunBuild Initiative,2021-12-19,2023-02-12,2023-04-20,566500,60.34,67,39.15,0.045,0,0,39.27,36.46,41.78
P01565,D-118,I07,CommunityFirst,2021-07-27,2022-11-19,2023-01-05,888100,61.6,47,78.03,0.405,0,1,44.86,82.84,59.9
P01566,D-030,I02,RapidRelief Local,2021-10-20,2022-12-14,2023-02-04,1688900,72.13,52,60.86,0.205,0,1,42.46,64.64,46.36
P01567,D-084,I07,GreenWorks Alliance,2022-10-21,2024-02-13,2024-05-06,999700,44.31,83,77.67,0.292,0,1,51.52,71.92,67.54
P01568,D-090,I05,HeatSafe Partners,2022-04-08,2024-01-28,2024-05-13,719200,72.21,106,76.92,0.437,0,1,61.65,77.03,68.61
P01569,D-026,I18,HydroBuild Co,2023-11-02,2025-06-24,2025-09-14,970800,65.74,82,62.75,0.251,0,1,51.4,63.66,57.35
P01570,D-118,I01,HydroBuild Co,2022-06-13,2023-07-08,2023-09-28,1360700,70.03,82,49.23,0.076,0,0,48.34,49.44,53.93
P01571,D-090,I17,BlueRiver Implementers,2021-03-24,2022-08-16,2022-10-09,2042300,70.31,54,73.38,0.26,0,1,69.54,67.58,71.79
P01572,D-003,I11,SunBuild Initiative,2021-01-25,2022-03-21,2022-06-29,964000,50.98,100,47.38,0.09,0,0,47.04,48.11,40.8
P01573,D-098,I07,HeatSafe Partners,2023-11-10,2025-03-04,2025-06-28,1437100,81.92,116,73.55,0.317,0,1,81.38,70.52,70.69
P01574,D-091,I04,Delta Engineering,2022-03-15,2024-01-04,2024-04-29,698000,51.87,116,62.94,0.226,0,1,61.64,62.54,63.7
P01575,D-119,I11,GreenWorks Alliance,2021-10-05,2022-11-29,2023-04-12,621400,58.56,134,69.16,0.349,0,1,71.68,71.15,65.86
P01576,D112,I09,Delta Engineering,2022-03-24,2024-01-13,2024-05-29,664600,77.29,137,42.0,0.185,0,0,57.71,38.04,47.2
P01577,D-066,I06,GreenWorks Alliance,2023-12-09,2025-07-01,2025-08-24,448600,88.04,54,60.44,0.5,0,1,72.99,59.33,72.19
P01578,D-104,I08,HydroBuild Co,2023-09-27,2025-04-19,2025-06-13,834800,64.15,55,66.61,0.328,0,1,47.66,70.88,60.67
P01579,D-025,I13,GreenWorks Alliance,2022-07-24,2024-03-15,2024-06-05,1390700,59.19,82,76.35,0.278,0,1,68.2,79.61,76.07
P01580,D-065,I13,BlueRiver Implementers,2021-07-22,2023-03-14,2023-07-30,1781000,59.07,138,56.74,0.125,0,0,51.82,59.01,50.48
P01581,D-093,I11,SunBuild Initiative,2022-09-18,2023-11-12,2024-01-28,920600,55.78,77,54.02,0.094,0,0,40.62,53.13,41.05
P01582,D-060,I02,InfraTrust Consortium,2023-02-03,2024-03-29,2024-04-29,1507600,73.16,31,77.85,0.342,1,1,59.87,80.03,66.02
P01583,D-006,I10,HeatSafe Partners,2023-05-06,2024-05-30,2024-07-04,411300,94.37,35,74.13,0.217,1,1,69.54,69.55,71.94
P01584,D-074,I11,InfraTrust Consortium,2022-05-23,2023-07-17,2023-09-07,704500,82.75,52,86.79,0.45,0,1,53.83,85.45,76.12
P01585,D-079,I18,InfraTrust Consortium,2021-02-24,2022-10-17,2023-01-17,1077500,87.14,92,73.16,0.384,0,1,52.81,71.84,68.14
P01586,D-097,I18,Delta Engineering,2023-01-08,2024-08-30,2024-12-04,1109600,72.55,96,72.49,0.263,0,1,62.2,72.51,71.16
P01587,D-060,I01,Delta Engineering,2023-06-12,2024-07-06,2024-08-05,1541800,63.59,30,62.76,0.213,1,1,45.23,56.76,65.3
P01588,D-078,I14,InfraTrust Consortium,2022-11-26,2024-08-17,2024-12-05,1047600,74.99,110,68.21,0.47,0,1,52.82,68.21,63.24
P01589,D113,I11,RapidRelief Local,2022-04-30,2023-06-24,2023-09-25,486800,70.84,93,53.68,0.098,0,0,38.9,60.04,42.15
P01590,D-012,I13,GreenWorks Alliance,2021-06-07,2023-01-28,2023-06-15,2160600,53.49,138,64.4,0.239,0,1,42.76,65.08,57.28
P01591,D-084,I12,CivicResilience NGO,2023-02-25,2024-06-19,2024-08-10,1410500,48.78,52,64.46,0.342,0,1,60.62,60.06,59.96
P01592,D-117,I02,HydroBuild Co,2022-02-11,2023-04-07,2023-06-14,1604900,72.06,68,71.5,0.287,0,1,57.83,81.19,61.88
P01593,D-117,I05,InfraTrust Consortium,2021-12-06,2023-09-27,2023-12-27,812300,65.1,91,63.49,0.407,0,1,67.87,60.89,60.14
P01594,D-060,I11,SunBuild Initiative,2023-05-13,2024-07-06,2024-09-14,657700,54.83,70,44.02,0.055,0,0,10.27,48.76,38.5
P01595,D-108,I17,Delta Engineering,2021-03-21,2022-08-13,2022-11-01,1728400,90.85,80,67.35,0.214,0,1,37.11,68.2,63.32
P01596,D-050,I10,BlueRiver Implementers,2021-06-02,2022-06-27,2022-07-21,499500,87.41,24,60.67,0.246,1,1,59.85,55.36,55.17
P01597,D-069,I04,HydroBuild Co,2021-05-13,2023-03-04,2023-07-12,851000,59.81,130,55.46,0.072,0,0,44.17,55.62,54.36
P01598,D-093,I14,SunBuild Initiative,2022-10-25,2024-07-16,2024-10-29,1405800,71.87,105,54.72,0.071,0,0,35.83,53.69,44.24
P01599,D-096,I07,HydroBuild Co,2023-05-28,2024-09-19,2024-11-09,1861400,61.36,51,62.23,0.269,0,1,54.42,63.19,51.26
P01600,D-115,I13,BlueRiver Implementers,2023-06-14,2025-02-03,2025-05-08,2067600,72.44,94,79.44,0.326,0,1,58.17,77.1,77.09
P01601,D-029,I09,InfraTrust Consortium,2022-04-21,2024-02-10,2024-05-15,633200,89.85,95,57.52,0.197,0,0,64.83,58.46,58.65
P01602,D-011,I13,CommunityFirst,2022-03-25,2023-11-15,2024-03-11,1054600,66.96,117,74.02,0.327,0,1,60.41,75.68,68.85
P01603,D-072,I06,RapidRelief Local,2022-08-27,2024-03-19,2024-05-20,574000,84.99,62,77.19,0.42,0,1,59.16,74.28,68.82
P01604,D-043,I08,SunBuild Initiative,2021-07-29,2023-02-19,2023-06-18,387200,63.87,119,56.23,0.081,0,0,52.03,61.74,59.1
P01605,D-008,I07,SunBuild Initiative,2022-09-09,2024-01-02,2024-03-07,1523900,84.86,65,56.88,0.111,0,0,37.58,58.93,49.02
P01606,D-069,I05,HeatSafe Partners,2022-11-06,2024-08-27,2024-11-23,648700,74.38,88,52.78,0.082,0,0,48.14,57.63,45.05
P01607,D-040,I14,Delta Engineering,2021-12-22,2023-09-13,2024-01-04,1281800,59.06,113,61.83,0.31,0,1,55.86,59.89,61.39
P01608,D-035,I06,GreenWorks Alliance,2024-01-17,2025-08-09,2025-10-29,1019600,49.36,81,58.21,0.212,0,0,43.72,53.28,51.98
P01609,D-001,I07,HydroBuild Co,2023-03-20,2024-07-12,2024-09-04,1590800,62.62,54,62.99,0.258,0,1,43.23,62.82,53.42
P01610,D48,I05,Delta Engineering,2022-12-04,2024-09-24,2024-11-23,525900,78.09,60,67.5,0.295,0,1,49.79,78.93,60.48
P01611,D-107,I01,Delta Engineering,2023-11-08,2024-12-02,2025-02-11,1884400,72.66,71,68.37,0.225,0,1,57.03,60.2,57.45
P01612,D-008,I13,CommunityFirst,2022-05-16,2024-01-06,2024-04-06,1853100,82.31,91,70.02,0.314,0,1,58.56,71.21,67.67
P01613,D-026,I06,RapidRelief Local,2021-02-03,2022-08-27,2022-12-09,868600,77.44,104,58.03,0.154,0,0,49.44,60.83,50.33
P01614,D-031,I18,GreenWorks Alliance,2022-06-01,2024-01-22,2024-06-04,1133300,57.83,134,54.03,0.106,0,0,46.01,55.12,51.14
P01615,D-045,I11,HeatSafe Partners,2021-09-24,2022-11-18,2023-01-26,554900,62.12,69,70.64,0.314,0,1,39.0,63.71,59.32
P01616,D-045,I04,CommunityFirst,2023-08-17,2025-06-07,2025-08-25,644900,70.8,79,88.93,0.271,0,1,60.69,88.26,80.55
P01617,d107,I01,CivicResilience NGO,2024-01-20,2025-02-13,2025-04-10,1340600,81.87,56,64.86,0.179,0,1,45.04,64.42,61.72
P01618,D-008,I07,GreenWorks Alliance,2023-08-03,2024-11-25,2025-01-16,1474300,81.93,52,63.64,0.3,0,1,56.79,57.62,65.63
P01619,D-040,I16,InfraTrust Consortium,2021-08-07,2023-01-29,2023-05-21,1533600,56.51,112,72.75,0.386,0,1,70.01,77.29,75.88
P01620,D-020,I09,SunBuild Initiative,2021-12-14,2023-10-05,2024-04-05,630600,62.65,183,29.63,0.102,0,0,22.15,30.96,30.22
P01621,D-094,I13,HeatSafe Partners,2023-08-24,2025-04-15,2025-07-19,1783000,67.39,95,75.64,0.289,0,1,64.31,74.45,75.78
P01622,D-035,I05,CivicResilience NGO,2021-08-26,2023-06-17,2023-11-17,645800,49.48,153,49.27,0.095,0,0,33.18,53.35,38.33
P01623,D-092,I08,HydroBuild Co,2023-05-03,2024-11-23,2025-03-16,677000,66.57,113,70.13,0.383,0,1,64.12,67.99,75.96
P01624,D-086,I01,GreenWorks Alliance,2022-03-15,2023-04-09,2023-06-02,1337900,56.29,54,68.54,0.207,0,1,62.53,69.74,69.43
P01625,D-057,I18,SunBuild Initiative,2021-10-26,2023-06-18,2023-09-26,606400,59.16,100,50.35,0.048,0,0,39.7,55.28,44.42
P01626,D-038,I02,HydroBuild Co,2021-11-19,2023-01-13,2023-03-05,2068200,74.88,51,78.0,0.244,0,1,64.11,77.35,77.38
P01627,D-011,I03,CommunityFirst,2022-06-19,2024-04-09,2024-08-05,1100900,64.63,118,90.51,0.5,0,1,74.33,89.21,74.88
P01628,D-070,I14,CivicResilience NGO,2021-04-15,2023-01-05,2023-05-30,977300,61.81,145,65.73,0.278,0,1,61.71,62.22,64.04
P01629,D-029,I03,Delta Engineering,2021-08-12,2023-06-03,2023-09-12,741700,80.75,101,50.72,0.118,0,0,35.83,49.68,43.89
P01630,D-097,I02,GreenWorks Alliance,2021-11-25,2023-01-19,2023-02-17,2458200,66.51,29,63.19,0.212,1,1,53.08,67.55,58.5
P01631,D-096,I09,HydroBuild Co,2023-05-05,2025-02-23,2025-06-16,537100,66.82,113,62.65,0.381,0,1,56.9,62.98,59.16
P01632,D-077,I12,CivicResilience NGO,2023-11-15,2025-03-09,2025-04-15,1901400,63.03,37,69.2,0.346,1,1,71.91,66.98,71.48
