district_code,district_name,region,country,intervention_id,intervention_name,hazard_focus,cost,risk_reduction,impl_months,delivery_prob,predicted_on_time
D-076,District 076,East,Belvaria,I09,Community Response Training (Enhanced),both,518000,0.197,22,0.0012821718018300233,0
D-076,District 076,East,Belvaria,I10,Heat-Resilient Roofing Subsidy (Basic),heat,344000,0.119,13,0.7474762993191346,1
D-076,District 076,East,Belvaria,I11,Cooling Centers & Outreach (Standard),heat,532000,0.192,14,0.06779141759103312,0
D-076,District 076,East,Belvaria,I12,Reflective Road Surface (Enhanced),heat,1042000,0.2,16,0.3029548599363253,0
D-076,District 076,East,Belvaria,I13,Drainage Rehabilitation (Basic),flood,1113000,0.152,20,0.011595138834585454,0
D-076,District 076,East,Belvaria,I14,River Embankment Reinforcement (Standard),flood,897000,0.198,21,0.00965381016465723,0
D-076,District 076,East,Belvaria,I15,Flood Shelter Retrofit (Enhanced),flood,777000,0.243,14,0.050825740448252776,0
D-076,District 076,East,Belvaria,I16,Watershed Reforestation (Basic),flood,603000,0.147,18,0.011125103293543027,0
D-076,District 076,East,Belvaria,I17,Early Warning System Upgrade (Standard),both,1279000,0.138,17,0.058606506584024526,0
D-076,District 076,East,Belvaria,I18,Critical Facility Resilience (Enhanced),both,694000,0.167,20,0.008517188411057305,0
D-077,District 077,Central,Azuria,I01,Drainage Rehabilitation (Basic),flood,969000,0.12,13,0.09949146556870184,0
D-077,District 077,Central,Azuria,I02,River Embankment Reinforcement (Standard),flood,1263000,0.149,14,0.37794715777624543,0
D-077,District 077,Central,Azuria,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.011054844455172987,0
D-077,District 077,Central,Azuria,I04,Watershed Reforestation (Basic),flood,459000,0.118,22,0.0152715857969628,0
D-077,District 077,Central,Azuria,I05,Early Warning System Upgrade (Standard),both,488000,0.19,22,0.010251298408901464,0
D-077,District 077,Central,Azuria,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.04609741309417792,0
D-077,District 077,Central,Azuria,I07,Green Infrastructure (Urban) (Basic),both,880000,0.162,16,0.07033685395161175,0
D-077,District 077,Central,Azuria,I08,Water Storage & Distribution (Standard),both,381000,0.206,19,0.010034063853181868,0
D-077,District 077,Central,Azuria,I09,Community Response Training (Enhanced),both,518000,0.197,22,0.0017606356875418986,0
D-077,District 077,Central,Azuria,I10,Heat-Resilient Roofing Subsidy (Basic),heat,344000,0.119,13,0.8026272366654297,1
D-077,District 077,Central,Azuria,I11,Cooling Centers & Outreach (Standard),heat,532000,0.192,14,0.09083167165180736,0
D-077,District 077,Central,Azuria,I12,Reflective Road Surface (Enhanced),heat,1042000,0.2,16,0.3738658523146519,0
D-077,District 077,Central,Azuria,I13,Drainage Rehabilitation (Basic),flood,1113000,0.152,20,0.015860940619785567,0
D-077,District 077,Central,Azuria,I14,River Embankment Reinforcement (Standard),flood,897000,0.198,21,0.013214954395892419,0
D-077,District 077,Central,Azuria,I15,Flood Shelter Retrofit (Enhanced),flood,777000,0.243,14,0.06852372300819501,0
D-077,District 077,Central,Azuria,I16,Watershed Reforestation (Basic),flood,603000,0.147,18,0.015220643913729383,0
D-077,District 077,Central,Azuria,I17,Early Warning System Upgrade (Standard),both,1279000,0.138,17,0.07878892633890212,0
D-077,District 077,Central,Azuria,I18,Critical Facility Resilience (Enhanced),both,694000,0.167,20,0.01166398828583544,0
D-078,District 078,North,Cordania,I01,Drainage Rehabilitation (Basic),flood,969000,0.12,13,0.055326430900859785,0
D-078,District 078,North,Cordania,I02,River Embankment Reinforcement (Standard),flood,1263000,0.149,14,0.24361312568123428,0
D-078,District 078,North,Cordania,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.005890707485823342,0
D-078,District 078,North,Cordania,I04,Watershed Reforestation (Basic),flood,459000,0.118,22,0.00815389015010335,0
D-078,District 078,North,Cordania,I05,Early Warning System Upgrade (Standard),both,488000,0.19,22,0.005460455676736722,0
D-078,District 078,North,Cordania,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.024977000532694076,0
D-078,District 078,North,Cordania,I07,Green Infrastructure (Urban) (Basic),both,880000,0.162,16,0.038559605697961484,0
D-078,District 078,North,Cordania,I08,Water Storage & Distribution (Standard),both,381000,0.206,19,0.005344195362936743,0
D-078,District 078,North,Cordania,I09,Community Response Training (Enhanced),both,518000,0.197,22,0.0009340752198613244,0
D-078,District 078,North,Cordania,I10,Heat-Resilient Roofing Subsidy (Basic),heat,344000,0.119,13,0.6831087331323495,1
D-078,District 078,North,Cordania,I11,Cooling Centers & Outreach (Standard),heat,532000,0.192,14,0.05029607959616321,0
D-078,District 078,North,Cordania,I12,Reflective Road Surface (Enhanced),heat,1042000,0.2,16,0.2404217802542061,0
D-078,District 078,North,Cordania,I13,Drainage Rehabilitation (Basic),flood,1113000,0.152,20,0.008470924665888786,0
D-078,District 078,North,Cordania,I14,River Embankment Reinforcement (Standard),flood,897000,0.198,21,0.007048940556389884,0
D-078,District 078,North,Cordania,I15,Flood Shelter Retrofit (Enhanced),flood,777000,0.243,14,0.037532552199981147,0
D-078,District 078,North,Cordania,I16,Watershed Reforestation (Basic),flood,603000,0.147,18,0.008126495038784065,0
D-078,District 078,North,Cordania,I17,Early Warning System Upgrade (Standard),both,1279000,0.138,17,0.043371289873121395,0
D-078,District 078,North,Cordania,I18,Critical Facility Resilience (Enhanced),both,694000,0.167,20,0.00621708601211947,0
D-079,District 079,South,Azuria,I01,Drainage Rehabilitation (Basic),flood,969000,0.12,13,0.07273869209018871,0
D-079,District 079,South,Azuria,I02,River Embankment Reinforcement (Standard),flood,1263000,0.149,14,0.3013779372183191,0
D-079,District 079,South,Azuria,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.007874309465941809,0
D-079,District 079,South,Azuria,I04,Watershed Reforestation (Basic),flood,459000,0.118,22,0.010891233576589802,0
D-079,District 079,South,Azuria,I05,Early Warning System Upgrade (Standard),both,488000,0.19,22,0.00730024113821256,0
D-079,District 079,South,Azuria,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.03317314057196247,0
D-079,District 079,South,Azuria,I07,Green Infrastructure (Urban) (Basic),both,880000,0.162,16,0.05097980086866403,0
D-079,District 079,South,Azuria,I08,Water Storage & Distribution (Standard),both,381000,0.206,19,0.00714509078219667,0
D-079,District 079,South,Azuria,I09,Community Response Training (Enhanced),both,518000,0.197,22,0.001250710070703061,0
D-079,District 079,South,Azuria,I10,Heat-Resilient Roofing Subsidy (Basic),heat,344000,0.119,13,0.7427520893340877,1
D-079,District 079,South,Azuria,I11,Cooling Centers & Outreach (Standard),heat,532000,0.192,14,0.0662361982094339,0
D-079,District 079,South,Azuria,I12,Reflective Road Surface (Enhanced),heat,1042000,0.2,16,0.2977277292941699,0
D-079,District 079,South,Azuria,I13,Drainage Rehabilitation (Basic),flood,1113000,0.152,20,0.011313485774770244,0
D-079,District 079,South,Azuria,I14,River Embankment Reinforcement (Standard),flood,897000,0.198,21,0.009418863806182775,0
D-079,District 079,South,Azuria,I15,Flood Shelter Retrofit (Enhanced),flood,777000,0.243,14,0.049639009615499836,0
D-079,District 079,South,Azuria,I16,Watershed Reforestation (Basic),flood,603000,0.147,18,0.01085474229896542,0
D-079,District 079,South,Azuria,I17,Early Warning System Upgrade (Standard),both,1279000,0.138,17,0.05724906009349702,0
D-079,District 079,South,Azuria,I18,Critical Facility Resilience (Enhanced),both,694000,0.167,20,0.008309672098202723,0
D-080,District 080,South,Azuria,I01,Drainage Rehabilitation (Basic),flood,969000,0.12,13,0.036431687982405786,0
D-080,District 080,South,Azuria,I02,River Embankment Reinforcement (Standard),flood,1263000,0.149,14,0.17213268096024734,0
D-080,District 080,South,Azuria,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.0038108427517293845,0
D-080,District 080,South,Azuria,I04,Watershed Reforestation (Basic),flood,459000,0.118,22,0.0052791944381783,0
D-080,District 080,South,Azuria,I05,Early Warning System Upgrade (Standard),both,488000,0.19,22,0.003531962608312794,0
D-080,District 080,South,Azuria,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.0162685141292396,0
D-080,District 080,South,Azuria,I07,Green Infrastructure (Urban) (Basic),both,880000,0.162,16,0.02523798685219983,0
D-080,District 080,South,Azuria,I08,Water Storage & Distribution (Standard),both,381000,0.206,19,0.0034566197505590786,0
D-080,District 080,South,Azuria,I09,Community Response Training (Enhanced),both,518000,0.197,22,0.000603214186142089,0
D-080,District 080,South,Azuria,I10,Heat-Resilient Roofing Subsidy (Basic),heat,344000,0.119,13,0.5818760631071702,1
D-080,District 080,South,Azuria,I11,Cooling Centers & Outreach (Standard),heat,532000,0.192,14,0.03305915169345385,0
D-080,District 080,South,Azuria,I12,Reflective Road Surface (Enhanced),heat,1042000,0.2,16,0.16966768677504107,0
D-080,District 080,South,Azuria,I13,Drainage Rehabilitation (Basic),flood,1113000,0.152,20,0.005485074931176384,0
D-080,District 080,South,Azuria,I14,River Embankment Reinforcement (Standard),flood,897000,0.198,21,0.004562008713863368,0
D-080,District 080,South,Azuria,I15,Flood Shelter Retrofit (Enhanced),flood,777000,0.243,14,0.02455669817282458,0
D-080,District 080,South,Azuria,I16,Watershed Reforestation (Basic),flood,603000,0.147,18,0.00526140637966211,0
D-080,District 080,South,Azuria,I17,Early Warning System Upgrade (Standard),both,1279000,0.138,17,0.028436491771728654,0
D-080,District 080,South,Azuria,I18,Critical Facility Resilience (Enhanced),both,694000,0.167,20,0.004022451282205272,0
D-081,District 081,West,Azuria,I01,Drainage Rehabilitation (Basic),flood,969000,0.12,13,0.10690374167223844,0
D-081,District 081,West,Azuria,I02,River Embankment Reinforcement (Standard),flood,1263000,0.149,14,0.3969599002463461,0
D-081,District 081,West,Azuria,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.011965998938510573,0
D-081,District 081,West,Azuria,I04,Watershed Reforestation (Basic),flood,459000,0.118,22,0.01652448224969434,0
D-081,District 081,West,Azuria,I05,Early Warning System Upgrade (Standard),both,488000,0.19,22,0.011096966754532958,0
D-081,District 081,West,Azuria,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.04975151982181103,0
D-081,District 081,West,Azuria,I07,Green Infrastructure (Urban) (Basic),both,880000,0.162,16,0.07575979999633597,0
D-081,District 081,West,Azuria,I08,Water Storage & Distribution (Standard),both,381000,0.206,19,0.010862008368102522,0
D-081,District 081,West,Azuria,I09,Community Response Training (Enhanced),both,518000,0.197,22,0.0019072268880894786,0
D-081,District 081,West,Azuria,I10,Heat-Resilient Roofing Subsidy (Basic),heat,344000,0.119,13,0.8150129950600572,1
D-081,District 081,West,Azuria,I11,Cooling Centers & Outreach (Standard),heat,532000,0.192,14,0.09766875372866296,0
D-081,District 081,West,Azuria,I12,Reflective Road Surface (Enhanced),heat,1042000,0.2,16,0.39280292984651777,0
D-081,District 081,West,Azuria,I13,Drainage Rehabilitation (Basic),flood,1113000,0.152,20,0.0171613457011057,0
D-081,District 081,West,Azuria,I14,River Embankment Reinforcement (Standard),flood,897000,0.198,21,0.014301573214629338,0
D-081,District 081,West,Azuria,I15,Flood Shelter Retrofit (Enhanced),flood,777000,0.243,14,0.0738179771855635,0
D-081,District 081,West,Azuria,I16,Watershed Reforestation (Basic),flood,603000,0.147,18,0.016469430941026115,0
D-081,District 081,West,Azuria,I17,Early Warning System Upgrade (Standard),both,1279000,0.138,17,0.08480408029644709,0
D-081,District 081,West,Azuria,I18,Critical Facility Resilience (Enhanced),both,694000,0.167,20,0.012624708259614039,0
D-082,District 082,West,Belvaria,I01,Drainage Rehabilitation (Basic),flood,969000,0.12,13,0.06316862004672462,0
D-082,District 082,West,Belvaria,I02,River Embankment Reinforcement (Standard),flood,1263000,0.149,14,0.2705017251434309,0
D-082,District 082,West,Belvaria,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.006775941141724609,0
D-082,District 082,West,Belvaria,I04,Watershed Reforestation (Basic),flood,459000,0.118,22,0.009376018791467544,0
D-082,District 082,West,Belvaria,I05,Early Warning System Upgrade (Standard),both,488000,0.19,22,0.006281441231298083,0
D-082,District 082,West,Belvaria,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.028647796462239097,0
D-082,District 082,West,Belvaria,I07,Green Infrastructure (Urban) (Basic),both,880000,0.162,16,0.04413623544844522,0
D-082,District 082,West,Belvaria,I08,Water Storage & Distribution (Standard),both,381000,0.206,19,0.00614780910354549,0
D-082,District 082,West,Belvaria,I09,Community Response Training (Enhanced),both,518000,0.197,22,0.001075250238241888,0
D-082,District 082,West,Belvaria,I10,Heat-Resilient Roofing Subsidy (Basic),heat,344000,0.119,13,0.7127931089958894,1
D-082,District 082,West,Belvaria,I11,Cooling Centers & Outreach (Standard),heat,532000,0.192,14,0.05746862291962454,0
D-082,District 082,West,Belvaria,I12,Reflective Road Surface (Enhanced),heat,1042000,0.2,16,0.2670825153512354,0
D-082,District 082,West,Belvaria,I13,Drainage Rehabilitation (Basic),flood,1113000,0.152,20,0.009740104721840321,0
D-082,District 082,West,Belvaria,I14,River Embankment Reinforcement (Standard),flood,897000,0.198,21,0.008106809787288862,0
D-082,District 082,West,Belvaria,I15,Flood Shelter Retrofit (Enhanced),flood,777000,0.243,14,0.042967283917695887,0
D-082,District 082,West,Belvaria,I16,Watershed Reforestation (Basic),flood,603000,0.147,18,0.00934455630634766,0
D-082,District 082,West,Belvaria,I17,Early Warning System Upgrade (Standard),both,1279000,0.138,17,0.049607896990594716,0
D-082,District 082,West,Belvaria,I18,Critical Facility Resilience (Enhanced),both,694000,0.167,20,0.007151013807739757,0
D-083,District 083,North,Belvaria,I01,Drainage Rehabilitation (Basic),flood,969000,0.12,13,0.05208337324011694,0
D-083,District 083,North,Belvaria,I02,River Embankment Reinforcement (Standard),flood,1263000,0.149,14,0.23204431488606975,0
D-083,District 083,North,Belvaria,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.005528454733944413,0
D-083,District 083,North,Belvaria,I04,Watershed Reforestation (Basic),flood,459000,0.118,22,0.007653533059427445,0
D-083,District 083,North,Belvaria,I05,Early Warning System Upgrade (Standard),both,488000,0.19,22,0.005124525138513066,0
D-083,District 083,North,Belvaria,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.023468733248728925,0
D-083,District 083,North,Belvaria,I07,Green Infrastructure (Urban) (Basic),both,880000,0.162,16,0.03626163966659963,0
D-083,District 083,North,Belvaria,I08,Water Storage & Distribution (Standard),both,381000,0.206,19,0.005015381160595915,0
D-083,District 083,North,Belvaria,I09,Community Response Training (Enhanced),both,518000,0.197,22,0.0008763649695509829,0
D-083,District 083,North,Belvaria,I10,Heat-Resilient Roofing Subsidy (Basic),heat,344000,0.119,13,0.6691323089534684,1
D-083,District 083,North,Belvaria,I11,Cooling Centers & Outreach (Standard),heat,532000,0.192,14,0.047333110782704496,0
D-083,District 083,North,Belvaria,I12,Reflective Road Surface (Enhanced),heat,1042000,0.2,16,0.22895864664350707,0
D-083,District 083,North,Belvaria,I13,Drainage Rehabilitation (Basic),flood,1113000,0.152,20,0.007951268960393632,0
D-083,District 083,North,Belvaria,I14,River Embankment Reinforcement (Standard),flood,897000,0.198,21,0.006615935556041008,0
D-083,District 083,North,Belvaria,I15,Flood Shelter Retrofit (Enhanced),flood,777000,0.243,14,0.03529354672518923,0
D-083,District 083,North,Belvaria,I16,Watershed Reforestation (Basic),flood,603000,0.147,18,0.00762780609931891,0
D-083,District 083,North,Belvaria,I17,Early Warning System Upgrade (Standard),both,1279000,0.138,17,0.04079873910638837,0
D-083,District 083,North,Belvaria,I18,Critical Facility Resilience (Enhanced),both,694000,0.167,20,0.00583488021301294,0
D-084,District 084,West,Azuria,I01,Drainage Rehabilitation (Basic),flood,969000,0.12,13,0.10039194534574084,0
D-084,District 084,West,Azuria,I02,River Embankment Reinforcement (Standard),flood,1263000,0.149,14,0.3803035354676466,0
D-084,District 084,West,Azuria,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.011164823854643124,0
D-084,District 084,West,Azuria,I04,Watershed Reforestation (Basic),flood,459000,0.118,22,0.015422861327320448,0
D-084,District 084,West,Azuria,I05,Early Warning System Upgrade (Standard),both,488000,0.19,22,0.010353367401247362,0
D-084,District 084,West,Azuria,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.0465396082809187,0
